ID,timeStamp,x,y,pressure,areaCover,pointerCount,actionCode,screenOrientationStr,azimuth,pitch,poll,gx,gy,gz,sx,sy,sz,label
353,11012875,1272.33728,616.1937866,0.43921572,4.645161152,1,2,landscape,177.1314697,1.261335611,2.387414932,0.37109375,-0.213088989,9.641464233,-0.003372192,0.002120972,3.05E-05,1
354,11012941,1265.810791,610.3681641,0.43921572,4.645161152,1,2,landscape,177.1607666,1.272668004,2.384222507,0.407012939,-0.18196106,9.696533203,-0.002304077,-1.53E-05,3.05E-05,1
355,11013008,1255.503906,605.5305176,0.43921572,4.645161152,1,2,landscape,177.1674805,1.279241681,2.374001503,0.366317749,-0.215484619,9.631881714,-0.001235962,-0.00213623,0.002166748,1
356,11013091,1238.888306,600.3774414,0.43921572,4.645161152,1,2,landscape,177.1833496,1.276930451,2.379539251,0.41897583,-0.215484619,9.684555054,0.00302124,-0.001068115,3.05E-05,1
357,11013158,1227.597534,600.3774414,0.43921572,4.645161152,1,2,landscape,177.2883301,1.275217414,2.385712624,0.40222168,-0.19871521,9.672592163,-0.001235962,-0.001068115,3.05E-05,1
358,11013225,1224.362305,600.3774414,0.43921572,4.645161152,1,2,landscape,177.2949219,1.276878238,2.375536203,0.409408569,-0.215484619,9.615127563,-0.003372192,-1.53E-05,3.05E-05,1
359,11013288,1220.36438,601.3765259,0.435294151,3.612903118,1,2,landscape,177.2949219,1.276878238,2.375536203,0.409408569,-0.215484619,9.615127563,-0.003372192,-1.53E-05,3.05E-05,1
360,11013295,1220.36438,601.3765259,0.435294151,3.612903118,1,1,landscape,177.2949219,1.276878238,2.375536203,0.409408569,-0.215484619,9.615127563,-0.003372192,-1.53E-05,3.05E-05,1
361,11014032,1151.400269,246.704895,0.349019617,2.064516068,1,0,landscape,177.0266724,1.25768733,2.351866484,0.45010376,-0.17477417,9.313461304,-0.001235962,0.036209106,0.003219604,1
362,11014141,1137.183228,267.5834656,0.407843173,3.612903118,1,2,landscape,177.0297852,1.274525046,2.343672752,0.433349609,-0.237030029,9.588790894,-0.007629395,0.003189087,0.002166748,1
363,11014175,1127.697388,290.8094788,0.423529446,3.612903118,1,2,landscape,177.0354004,1.279404759,2.335458517,0.37109375,-0.237030029,9.615127563,-0.001235962,0.005310059,3.05E-05,1
364,11014225,1109.873657,329.0263672,0.43921572,3.612903118,1,2,landscape,177.0251465,1.285584807,2.330789328,0.392654419,-0.22026062,9.543304443,0.00302124,-0.006408691,3.05E-05,1
365,11014275,1089.380493,369.9320068,0.43921572,3.612903118,1,2,landscape,177.041626,1.288674474,2.330742359,0.390258789,-0.19871521,9.615127563,-0.001235962,-0.00213623,-0.002105713,1
366,11014341,1046.875977,429.5485535,0.43921572,3.612903118,1,2,landscape,177.0551758,1.284744143,2.340218544,0.39743042,-0.17956543,9.624694824,-0.001235962,-0.00213623,3.05E-05,1
367,11014375,1025.646362,460.0906982,0.43921572,3.612903118,1,2,landscape,177.0475464,1.28371048,2.343373775,0.40222168,-0.22026062,9.598373413,-0.000183105,-0.00213623,-0.001037598,1
368,11014441,977.1246948,512.9163208,0.43921572,4.129032135,1,2,landscape,177.0316772,1.291663289,2.349533319,0.39503479,-0.27532959,9.627090454,0.00088501,-0.006408691,0.001098633,1
369,11014475,958.2875977,536.862793,0.43921572,4.129032135,1,2,landscape,177.0151978,1.288242102,2.359602928,0.37828064,-0.215484619,9.583999634,-0.000183105,-0.003204346,0.001098633,1
