ID,timeStamp,x,y,pressure,areaCover,pointerCount,actionCode,screenOrientationStr,azimuth,pitch,poll,gx,gy,gz,sx,sy,sz,label
56,10937856,1123.414917,742.2460938,0.254901975,2.064516068,1,0,landscape,221.4387512,-6.958830833,45.68840027,7.170639038,1.132461548,6.184234619,0.125183105,-0.183700562,-0.056884766,1
57,10937969,1123.414917,742.2460938,0.254901975,2.064516068,1,1,landscape,221.3896179,-6.273202419,44.93156433,6.89289856,0.933746338,6.732513428,-0.037796021,0.151855469,0.015548706,1
58,10958398,1704.112427,221.7280273,0.345098048,2.064516068,1,0,landscape,194.3235626,2.007457733,1.7502352,0.260971069,-0.356735229,10.20410156,0.062667847,-0.001068115,0.005355835,1
59,10958476,1704.112427,221.7280273,0.345098048,2.064516068,1,1,landscape,194.3449097,2.039955378,1.767440557,0.36869812,-0.335189819,9.653427124,-0.001235962,-0.001068115,0.001098633,1
60,10960958,1026.465332,567.407959,0.36470589,2.064516068,1,0,landscape,193.710434,2.040032387,1.767943144,0.282516479,-0.30645752,9.404434204,0.001953125,-0.003204346,0.001098633,1
61,10961029,1026.465332,567.407959,0.36470589,2.064516068,1,1,landscape,193.6919861,2.052004576,1.76181221,0.26574707,-0.29927063,9.548080444,-0.001235962,-0.007461548,3.05E-05,1
62,10962482,1145.403442,279.6743774,0.239215702,1.032258034,1,0,landscape,193.685318,2.076160431,1.764726281,0.24899292,-0.337585449,9.588790894,-0.000183105,-1.53E-05,0.001098633,1
63,10962542,1158.155151,279.2839966,0.270588249,3.096774101,1,2,landscape,193.634491,2.069106579,1.737446666,0.27532959,-0.34954834,9.663009644,0.007278442,-0.004272461,0.002166748,1
64,10962575,1202.069702,284.4328613,0.286274523,3.096774101,1,2,landscape,193.6439819,2.066818237,1.741614819,0.27053833,-0.385467529,9.651031494,-0.001235962,-1.53E-05,0.003219604,1
65,10962642,1309.945557,329.9417725,0.325490206,3.612903118,1,2,landscape,193.7151489,2.048618793,1.772534728,0.258575439,-0.363922119,9.663009644,0.004089355,-0.00213623,0.002166748,1
66,10962675,1352.311279,350.2398987,0.34117648,3.612903118,1,2,landscape,193.717453,2.039964437,1.771444559,0.27532959,-0.337585449,9.603149414,0.006210327,-0.005340576,0.003219604,1
67,10962742,1419.388062,384.1413879,0.380392194,3.612903118,1,2,landscape,193.7209167,2.05950141,1.778248906,0.34475708,-0.37588501,9.622314453,-0.005508423,-1.53E-05,-0.003158569,1
68,10962775,1447.334229,404.012085,0.396078467,3.612903118,1,2,landscape,193.7371063,2.054060221,1.784942865,0.29447937,-0.339981079,9.634277344,0.005142212,-0.004272461,-0.004226685,1
69,10962842,1476.329346,427.6357422,0.435294151,3.612903118,1,2,landscape,193.7821198,2.011367559,1.796349764,0.32081604,-0.3256073,9.641464233,0.00302124,-0.005340576,0.002166748,1
70,10962875,1485.005859,437.8658447,0.43921572,3.612903118,1,2,landscape,193.802063,2.002542734,1.80401957,0.313644409,-0.361526489,9.560058594,0.005142212,-0.005340576,0.003219604,1
71,10962942,1488.224854,440.5254517,0.43921572,4.129032135,1,2,landscape,193.7902527,1.998710155,1.797114015,0.25138855,-0.311248779,9.643859863,0.004089355,-1.53E-05,0.001098633,1
72,10962975,1488.224854,440.5254517,0.43921572,4.129032135,1,2,landscape,193.7806549,1.987940431,1.789510012,0.313644409,-0.359130859,9.607940674,-0.000183105,-1.53E-05,0.001098633,1
73,10963025,1488.224854,440.5254517,0.43921572,4.129032135,1,2,landscape,193.7883759,1.991689324,1.794344187,0.30166626,-0.32321167,9.560058594,0.004089355,0.002120972,3.05E-05,1
74,10963075,1488.224854,440.5254517,0.43921572,4.129032135,1,2,landscape,193.7672577,1.993018985,1.784141064,0.282516479,-0.3256073,9.679763794,-0.001235962,-0.001068115,-0.001037598,1
75,10963142,1488.224854,440.5254517,0.43921572,4.129032135,1,2,landscape,193.8036194,1.981327653,1.799255729,0.335189819,-0.32321167,9.591186523,0.00302124,-0.003204346,0.001098633,1
76,10963175,1488.224854,440.5254517,0.43921572,4.129032135,1,2,landscape,193.787796,1.991268158,1.793946981,0.27293396,-0.32800293,9.636672974,0.00088501,-0.001068115,-0.001037598,1
77,10963242,1488.224854,440.5254517,0.43921572,4.129032135,1,2,landscape,193.8203888,1.975019097,1.805976391,0.33039856,-0.30166626,9.612731934,0.00088501,-0.003204346,3.05E-05,1
78,10963275,1488.224854,441.1919556,0.43921572,4.129032135,1,2,landscape,193.8209534,1.984529257,1.808753252,0.332794189,-0.361526489,9.653427124,-0.003372192,0.002120972,0.001098633,1
79,10963342,1483.250732,448.5180664,0.43921572,4.129032135,1,2,landscape,193.7937469,1.997575879,1.79856205,0.311248779,-0.363922119,9.672592163,-0.004440308,0.002120972,3.05E-05,1
80,10963392,1465.375977,453.5134277,0.43921572,4.129032135,1,2,landscape,193.7821045,2.004696608,1.794606328,0.282516479,-0.335189819,9.634277344,-0.003372192,0.001052856,-0.001037598,1
81,10963458,1450.933594,453.5134277,0.43921572,4.129032135,1,2,landscape,193.7947388,1.998886585,1.799402475,0.30166626,-0.363922119,9.598373413,0.004089355,0.001052856,-0.001037598,1
82,10963492,1447.246216,453.5134277,0.43921572,4.129032135,1,2,landscape,193.7764435,1.997689009,1.789944649,0.25138855,-0.337585449,9.694137573,0.00088501,-0.001068115,3.05E-05,1
83,10963558,1447.246216,453.5134277,0.43921572,4.129032135,1,2,landscape,193.7945251,1.989404202,1.796823025,0.284912109,-0.332794189,9.670196533,-0.004440308,-0.001068115,0.001098633,1
84,10963592,1447.246216,453.5134277,0.43921572,4.129032135,1,2,landscape,193.7902374,1.986817718,1.793999195,0.289703369,-0.32800293,9.586395264,0.00088501,-0.001068115,3.05E-05,1
85,10963642,1447.246216,453.5134277,0.43921572,4.129032135,1,2,landscape,193.7836456,1.991089702,1.791821718,0.311248779,-0.296875,9.576812744,-0.006561279,0.003189087,-0.001037598,1
86,10963692,1450.192993,454.5125122,0.43921572,4.129032135,1,2,landscape,193.7602539,2.003483295,1.783362985,0.29927063,-0.30406189,9.622314453,-0.004440308,0.002120972,3.05E-05,1
87,10963749,1469.234741,455.5115967,0.435294151,3.612903118,1,2,landscape,193.7602539,2.003483295,1.783362985,0.29927063,-0.30406189,9.622314453,-0.004440308,0.002120972,3.05E-05,1
88,10963756,1469.234741,455.5115967,0.435294151,3.612903118,1,1,landscape,193.7602539,2.003483295,1.783362985,0.29927063,-0.30406189,9.622314453,-0.004440308,0.002120972,3.05E-05,1
89,10965018,964.4976196,257.6947327,0.34117648,2.580645084,1,0,landscape,193.6611023,2.063459873,1.749316573,0.2681427,-0.296875,9.294296265,0.005142212,0.004257202,3.05E-05,1
90,10965075,970.2382202,270.2556763,0.368627459,3.096774101,1,2,landscape,193.6148224,2.067871332,1.727285504,0.282516479,-0.392654419,9.545700073,0.018997192,-0.014923096,-0.002105713,1
91,10965108,1001.466431,306.1920776,0.388235331,3.096774101,1,2,landscape,193.6195374,2.051532745,1.725437999,0.27772522,-0.30406189,9.684555054,0.001953125,-0.00213623,0.001098633,1
92,10965158,1071.071533,373.0119934,0.415686309,3.096774101,1,2,landscape,193.6754456,2.028364897,1.747429371,0.237030029,-0.366317749,9.674987793,0.00302124,-0.003204346,3.05E-05,1
93,10965208,1143.133911,440.1335449,0.43921572,3.096774101,1,2,landscape,193.7026825,2.019480228,1.758745313,0.29208374,-0.332794189,9.598373413,0.009414673,-0.007461548,3.05E-05,1
94,10965275,1232.191772,516.418396,0.43921572,3.612903118,1,2,landscape,193.7760162,2.004750013,1.79157269,0.29927063,-0.313644409,9.643859863,-0.003372192,-0.006408691,-0.001037598,1
95,10965309,1266.535767,547.0897217,0.43921572,3.612903118,1,2,landscape,193.8097076,1.998768449,1.806855202,0.32081604,-0.332794189,9.653427124,0.004089355,-0.005340576,-0.001037598,1
96,10965375,1315.991089,582.9085693,0.43921572,3.612903118,1,2,landscape,193.8053589,2.006952047,1.806815505,0.22505188,-0.316040039,9.610336304,-0.004440308,0.001052856,3.05E-05,1
97,10965409,1324.310181,591.3857422,0.43921572,3.612903118,1,2,landscape,193.7977905,1.995862126,1.800139308,0.22984314,-0.282516479,9.564849854,0.007278442,-0.005340576,3.05E-05,1
98,10965459,1328.308105,594.8764648,0.43921572,3.612903118,1,2,landscape,193.7191772,2.041828871,1.772788525,0.30406189,-0.3256073,9.646255493,-0.039596558,0.027694702,0.001098633,1
99,10965509,1341.931396,592.848877,0.435294151,3.096774101,1,2,landscape,193.6847382,2.0463202,1.756717443,0.30406189,-0.260971069,9.528930664,0.007278442,-0.008529663,0.001098633,1
100,10965512,1347.298218,591.3857422,0.435294151,3.096774101,1,2,landscape,193.6847382,2.0463202,1.756717443,0.30406189,-0.260971069,9.528930664,0.007278442,-0.008529663,0.001098633,1
101,10965519,1347.298218,591.3857422,0.435294151,3.096774101,1,1,landscape,193.6847382,2.0463202,1.756717443,0.30406189,-0.260971069,9.528930664,0.007278442,-0.008529663,0.001098633,1
